tweet_id,createdAt,context,consensus_prediction,consensus_target,consensus_sentiment,gemini_target,gemini_sentiment,gemini_reasoning,grok_target,grok_sentiment,grok_reasoning
1871858376654696795,2024-12-25 09:59:49+00:00,"@frankdegods: was playing around with @arkham's intelligence tools today

pretty cool that it gives you detailed balance history of your wallet

pulled out another ~$1M to ape HYPE at $8 & stack some USDC in the bank account

~$1M in $HYPE
~$500K in USD back to bank

so roughly $715 to $3M on this wallet as of right now

but definitely feel a little stuck lately, trying to get to 8 figures. i'm good at finding runners early but not great with bet sizing on bigger caps.

always trying to get better & will continue to share milestones on the journey. 

merry christmas 🎄
@frankdegods: some of my best scans of the last 1/2 months https://t.co/9EBKLzau7Y
@frankdegods: also honestly don't recommend copy-trading me

not prioritizing win rate, mostly prioritizing exposure to exponential upside

so i click a lot &amp; roundtrip a lot, so friends that have tried to copy trade it end up running out of SOL

but i tend to click into stuff that i think is…",Prediction,$HYPE,bullish,$HYPE,bullish,Frank mentions pulling out ~$1M to ape HYPE at $8 and stacking some USDC in the bank account.,No target found,No target found,No target found
1871853587615076825,2024-12-25 09:40:47+00:00,"@frankdegods: was playing around with @arkham's intelligence tools today

pretty cool that it gives you detailed balance history of your wallet

pulled out another ~$1M to ape HYPE at $8 &amp; stack some USDC in the bank account

~$1M in $HYPE
~$500K in USD back to bank

so roughly $715 to $3M on… https://t.co/SepweCaYp3",Prediction,$HYPE,bullish,$HYPE,bullish,"Frank invested ~$1M in $HYPE and ~$500K in USDC, indicating bullish sentiment towards both tokens.",No target found,No target found,No target found
1870908823067906205,2024-12-22 19:06:37+00:00,"[This post is unavailable] @frankdegods: @0xuberM racism &amp; cute animals are bear market barbell

tech &amp; ponzis are bull market barbell",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1870749652490014824,2024-12-22 08:34:08+00:00,"@frankdegods: the fiscally responsible thing to do is to just full port hype, but i love this ai stuff too much
@YippieDeGod: Do it HYPERLIQUID
@frankdegods: i have 24000 hype coins one day this will be worth 24 million",Prediction,$HYPE,bullish,$HYPE,bullish,Frank believes that $HYPE will be worth 24 million one day.,No target found,No target found,No target found
1870748463614361841,2024-12-22 08:29:25+00:00,"@frankdegods: the fiscally responsible thing to do is to just full port hype, but i love this ai stuff too much",Prediction,AI,bullish,AI,bullish,Frank says he loves AI stuff.,No target found,No target found,No target found
1870744617114857627,2024-12-22 08:14:08+00:00,"@lowercaseboot: Positioning with size into $HYPE could be one of the best multi-cycle opportunities available right now. In a post-ETH narrative, where decentralization is dead and legacy systems are cooked, the convergence of BTC/SOL/HYPE seems like the holy trinity of risk-reward plays.
@frankdegods: hype is the play everything else is for fun",Prediction,$HYPE,bullish,$HYPE,bullish,Frank believes that $HYPE is a good investment opportunity in the current market conditions.,No target found,No target found,No target found
1870268378096751019,2024-12-21 00:41:43+00:00,"@frankdegods: they are tokenizing github repos

this is going to be absolutely fucking massive.
@frankdegods: these are called frameworks now
@frankdegods: looks like people really like these frameworks",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1869849423884455994,2024-12-19 20:56:57+00:00,"@frankdegods: 🆕🟢 BUY Bitcoin on RAYDIUM
🔹 POW

🔹POW swapped 1B USD for 10,000 ($1B) BTC @$100,000
✊Holds: 10,000 BTC (0.004%)
@traderpow: LMFAOOO 😭 i re-entered $GOAT tho !
@frankdegods: 😂 the global economy needs a pow buy rn",Prediction,$BTC,bullish,$BTC,bullish,Frank is bullish on $BTC because he believes the global economy needs a POW buy.,No target found,No target found,No target found
1869848863433208116,2024-12-19 20:54:43+00:00,"@frankdegods: 🆕🟢 BUY Bitcoin on RAYDIUM
🔹 POW

🔹POW swapped 1B USD for 10,000 ($1B) BTC @$100,000
✊Holds: 10,000 BTC (0.004%)
@frankdegods: manifesting this rn",Prediction,$BTC,bullish,$BTC,bullish,"Frank is bullish on $BTC because he believes that POW swapped 1B USD for 10,000 ($1B) BTC @$100,000 and now holds 10,000 BTC (0.004%).",No target found,No target found,No target found
1869848820529672557,2024-12-19 20:54:33+00:00,"@frankdegods: 🆕🟢 BUY Bitcoin on RAYDIUM
🔹 POW

🔹POW swapped 1B USD for 10,000 ($1B) BTC @$100,000
✊Holds: 10,000 BTC (0.004%)",Prediction,$BTC,bullish,$BTC,bullish,Frank is bullish on $BTC because he believes it is a good investment.,No target found,No target found,No target found
1869845185578033559,2024-12-19 20:40:06+00:00,"@frankdegods: dip to 94k, michael saylor gets a leverage loan from russia & china, buys 1 million btc, world peace initiated, btc god wick to 1m, hits my limit orders, trump pulls up to inaugaration in 24k gold rari truck, zerebro acquires openai and im there smiling thinking damn, almost sold the bottom
@wanagmi: russia and world peace in one sentence doesn't make any sense.
@frankdegods: bitcoin fixes this (pls)",Prediction,$BTC,bullish,$BTC,bullish,"Frank predicts that Michael Saylor will buy 1 million BTC, which would likely drive up the price of Bitcoin.",No target found,No target found,No target found
1869843581017747885,2024-12-19 20:33:44+00:00,"@frankdegods: dip to 94k, michael saylor gets a leverage loan from russia & china, buys 1 million btc, world peace initiated, btc god wick to 1m, hits my limit orders, trump pulls up to inaugaration in 24k gold rari truck, zerebro acquires openai and im there smiling thinking damn, almost sold the bottom
@frankdegods: uhhhh yeah ai wrote this",Prediction,$BTC,bullish,$BTC,bullish,"Frank predicts that Michael Saylor will buy 1 million BTC, which would likely drive up the price of BTC.",No target found,No target found,No target found
1869843371931369930,2024-12-19 20:32:54+00:00,"@frankdegods: dip to 94k, michael saylor gets a leverage loan from russia &amp; china, buys 1 million btc, world peace initiated, btc god wick to 1m, hits my limit orders, trump pulls up to inaugaration in 24k gold rari truck, zerebro acquires openai and im there smiling thinking damn, almost sold…",Prediction,$BTC,bullish,$BTC,bullish,"Frank predicts that Michael Saylor will buy 1 million BTC, which would likely drive up the price of BTC. He also predicts that Zerebro will acquire OpenAI, which would be a major development in the AI space.",No target found,No target found,No target found
1869831011552698535,2024-12-19 19:43:47+00:00,"@frankdegods: trying to get 100,000 hype coins and sell them all at $100 so i can make 9 figures",Prediction,$HYPE,bullish,$HYPE,bullish,"Frank is trying to acquire 100,000 $HYPE coins and sell them at $100 each, indicating that he believes the token will increase in value.",No target found,No target found,No target found
1869222786675425617,2024-12-18 03:26:55+00:00,@frankdegods: ai coins don’t need a lot to get to really high valuations,Prediction,AI,bullish,AI,bullish,Frank believes that AI coins have the potential to reach high valuations.,No target found,No target found,No target found
1868840248236761292,2024-12-17 02:06:51+00:00,"@frankdegods: ai agents going to 1 trillion dollars unironically
@Lamboland_: feel like half of the ideas in the thread will be powered by @AIWayfinder
@frankdegods: @AIWayfinder ca?",Prediction,AI,bullish,AI,bullish,Frank believes that AI agents will reach a market capitalization of 1 trillion dollars.,No target found,No target found,No target found
1868837073320657029,2024-12-17 01:54:14+00:00,"@frankdegods: ai agents going to 1 trillion dollars unironically
@frankdegods: click the thread look at it for 2 seconds

all the real useful ai shit will be built in crypto",Prediction,AI,bullish,AI,bullish,"Frank predicts that AI will be a major driver of growth in the crypto industry, with a market cap of $1 trillion.",No target found,No target found,No target found
1868836588253479423,2024-12-17 01:52:18+00:00,@frankdegods: ai agents going to 1 trillion dollars unironically,Prediction,AI,bullish,AI,bullish,Frank predicts that AI agents will reach a market capitalization of 1 trillion dollars.,No target found,No target found,No target found
1868136636980265454,2024-12-15 03:30:57+00:00,"@apewoodx: really think there's some gold mines in low to mid cap ai that will reprice swiftly to the upside
@frankdegods: this was my biggest takeaway",Prediction,AI,bullish,AI,bullish,Frank believes there are undervalued AI projects that will experience significant price increases.,No target found,No target found,No target found
1867978319880507864,2024-12-14 17:01:51+00:00,"@blknoiz06: ppl stuck on $HYPE 's FDV aren't realizing the dynamics are very dissimilar to 99% of other infra FDVs

• 30% circ, 40% set aside for community - the 40% set aside for community is only given out to power users/builders of the L1, which in turn incentivizes more ppl to use the platform, which adds to the positive flywheel of more users -> more volume -> more L1 token buybacks, likely that this would be multi-year distro just like the TGE to users from 2023-24

• team has foregone taking any of the exchange revenue, already > $100M, so very likely also wont be selling tokens for awhile (25% of float) - & if they did need to pay themselves salary they could easily do so directly from exchange revenue, assuming team of ~10, $10M is what they are currently making every 3-4 days from ~$10B daily volume due to exchange fees

• instead of the usual FDVs where the tokens were allocated to individuals or funds who participated in a prior seed round and are waiting for vesting for tokens to unlock, HL flipped this dynamic by only incentivizing direct activity on the L1, so future distributions are given directly to those who add value to the ecosystem
@mikadontlouz: bro what this mean like im 5 pls
@blknoiz06: team have money team no need sell tokens users get rest of tokens more users = more volume = more fees team buys token with fees more L1 revenue = more token buybacks = number go up hyperliquid
@mikadontlouz: gib price target
@bluegwei: @blknoiz06 $800
@frankdegods: @mikadontlouz @blknoiz06 realistically $799",Prediction,$HYPE,bullish,$HYPE,bullish,Frankdegods predicts that $HYPE will go up in value due to its unique tokenomics and strong community support.,No target found,No target found,No target found
1867848430816833685,2024-12-14 08:25:43+00:00,"@frankdegods: they are tokenizing github repos

this is going to be absolutely fucking massive.
@frankdegods: these are called frameworks now",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1867838818654539863,2024-12-14 07:47:31+00:00,@frankdegods: ai memecoins went from a silly toy that nobody took seriously to a $7B industry in 3 months https://t.co/ggkGohM9bI,Prediction,AI,bullish,AI,bullish,"Frank highlights the rapid growth of AI memecoins from a niche concept to a significant industry, indicating his bullish sentiment towards these metas.",No target found,No target found,No target found
1867837142535483432,2024-12-14 07:40:52+00:00,"@frankdegods: AI is getting better every second of every single day and at some point it will get so good that it's everything and you are in the golden window in humanity to invest in the future of it... and you're yapping about some dumb shit 😂
@kloss_xyz: real, wouldn’t be nearly as deep into AI research if not for your early takes tbh gg to you and @notthreadguy
@frankdegods: @notthreadguy 🙏 if you get rich just buy a degod or two ok",Prediction,AI,bullish,AI,bullish,Frank believes that AI is getting better every second and will eventually become everything. He encourages people to invest in the future of AI.,No target found,No target found,No target found
1867835514667307090,2024-12-14 07:34:24+00:00,@frankdegods: AI is getting better every second of every single day and at some point it will get so good that it's everything and you are in the golden window in humanity to invest in the future of it... and you're yapping about some dumb shit 😂,Prediction,AI,bullish,AI,bullish,Frank believes that AI is getting better every second and will eventually become everything. He encourages people to invest in the future of AI.,No target found,No target found,No target found
1867835424556609980,2024-12-14 07:34:02+00:00,"@frankdegods: You need to raise your targets for AI related stuff

It's the biggest global movement of the last decade
@frankdegods: Still need to raise them",Prediction,AI,bullish,AI,bullish,Frank says that AI is the biggest global movement of the last decade and that he needs to raise his targets for AI-related stuff.,No target found,No target found,No target found
1867834169524433212,2024-12-14 07:29:03+00:00,"@frankdegods: i don't know about the macro bull market

but there is a bull market happening right now

and it is happening in the solana trenches

and it is happening with ai memecoins

that's all i can fucking say

lock in figure it out
@frankdegods: wow!",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1867833976964231212,2024-12-14 07:28:17+00:00,"@frankdegods: Biggest difference between AI/lore coins vs schizo/cute coins is the amount of subjectivity involved.

It's faster to form consensus when the reasoning is based on facts/logic. It's a different form of speculation but easier to agree what's bullish & what's not. You're not debating which dog is cuter.

Regardless, it's becoming increasingly clear that we're going to run back ETH 21 but it's going to be better because it's on Solana.
@frankdegods: obviously",Prediction,$ETH,bullish,$ETH,bullish,"Frank believes that the crypto market will experience a bull run similar to the one that occurred in 2021, but this time it will be driven by Solana-based projects.",No target found,No target found,No target found
1867833676647784712,2024-12-14 07:27:05+00:00,"@frankdegods: the moment that started it all https://t.co/9j6aZcIKEG
@yoitsnoodle: huge fucking W congrats bro
@frankdegods: AI meta just getting started imo
@frankdegods: it was just getting started",Prediction,AI,bullish,AI,bullish,"Frank says 'AI meta just getting started imo' and 'it was just getting started', indicating that he is bullish on the AI meta.",No target found,No target found,No target found
1867830129918960015,2024-12-14 07:13:00+00:00,"@frankdegods: sol ai next leg up
@frankdegods: 🎯",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1867504710380662933,2024-12-13 09:39:54+00:00,"@frankdegods: Exchanges are going to start listing coins at way, way lower marketcaps, because they have to.  

The volume is going to be explosive. Retail wants the 1000x too.

Coinbase has to hit earnings. Watch.",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1867413892042821972,2024-12-13 03:39:01+00:00,"@frankdegods: ai coin with based dev community is becoming the recipe for world domination
@miragemunny: ai16z coded?
@frankdegods: market tipping it's hand in this direction, yes",Prediction,AI,bullish,AI,bullish,Frank believes that AI is becoming a dominant force in the crypto market.,No target found,No target found,No target found
1867412599803195719,2024-12-13 03:33:53+00:00,"@frankdegods: ai coin with based dev community is becoming the recipe for world domination
@apewoodx: network effects of open source plus attracting chad devs is like the golden era bulls or golden state warriors
@frankdegods: bink!",Prediction,AI,bullish,AI,bullish,"Frank mentions that 'ai coin with based dev community is becoming the recipe for world domination', indicating that he is bullish on AI-related projects.",No target found,No target found,No target found
1867412008972218442,2024-12-13 03:31:32+00:00,"@frankdegods: ai coin with based dev community is becoming the recipe for world domination
@frankdegods: all of them been violently repricing recently, expect this to continue tbh, hella gems rn too",Prediction,AI,bullish,AI,bullish,Frank mentions that 'ai coin with based dev community is becoming the recipe for world domination' and that he expects this trend to continue.,No target found,No target found,No target found
1867411898414903591,2024-12-13 03:31:06+00:00,@frankdegods: ai coin with based dev community is becoming the recipe for world domination,Prediction,AI,bullish,AI,bullish,"Frank mentions that 'ai coin with based dev community is becoming the recipe for world domination', indicating that he is bullish on AI-related crypto projects.",No target found,No target found,No target found
1867362424875110433,2024-12-13 00:14:30+00:00,"@pmarca: Can I just say something without everyone getting all upset.
@frankdegods: bruhhhhhhhhhhhhhh fucking fartcoin fuck
@degentral: @pmarca The most hated rally.
@frankdegods: @pmarca it might actually be i fuckin hate that coin 😭",Prediction,$FARTCOIN,bearish,$FARTCOIN,bearish,"Frank calls Fartcoin a ""fucking fartcoin"" and says he ""fuckin hates that coin"".",No target found,No target found,No target found
1867055142648025092,2024-12-12 03:53:28+00:00,"@frankdegods: ""Why would you hold ETH when you can hold SOL and why would you hold SOL when you can hold HYPE?""
@notthreadguy: why hold hype when you can hold goat
@Banks: @frankdegods Why hold goat when you can hold this dick
@frankdegods: @notthreadguy early",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1867054908593303999,2024-12-12 03:52:33+00:00,"@frankdegods: ""Why would you hold ETH when you can hold SOL and why would you hold SOL when you can hold HYPE?""",Prediction,$ETH,bearish,$ETH,bearish,Frank suggests that holding $ETH and $SOL is inferior to holding $HYPE.,No target found,No target found,No target found
1866768604554842399,2024-12-11 08:54:52+00:00,"[This post is unavailable] @frankdegods: @based16z I think there's upside in holding the basket because things are changing pretty often. What people think are clear winners has already changed.

Also, as long as new AI devs keep getting rich quick, there's asymmetric upside in the new low-cap stuff too.",Prediction,AI,bullish,AI,bullish,Frank believes that there is asymmetric upside in new low-cap AI projects because new AI devs keep getting rich quick.,No target found,No target found,No target found
1866743326898028554,2024-12-11 07:14:26+00:00,"@himgajria: Dolos is already the most engaging AI (numbers speak for themselves). 
I.e. the most memetic AI. 

It’s now also an infra play via Dolion and Primis.  

Making it the cheapest sentient meme relative to its counterparts that have half as good characteristics backing them.
@frankdegods: Bully becoming one of the most obvious plays in the market",Prediction,@bully,bullish,@bully,bullish,Frank says Bully is becoming one of the most obvious plays in the market.,No target found,No target found,No target found
1866525016873111909,2024-12-10 16:46:57+00:00,"@frankdegods: it's crazy because for 15 years the biggest risk to crypto has been regulation

now we have a president coming in literally saying he wants to pump bitcoin

bitcoin to 100k was the impossible prophecy for so long

then it happened

what if the supercycle is the next one? https://t.co/bgNsLOyuFr
@DJvAPED: what if trump bought a degod 😱
@frankdegods: i got homies in the white house now",Prediction,$BTC,bullish,$BTC,bullish,Frank believes that Bitcoin has the potential to reach $100k and that the supercycle is the next one.,No target found,No target found,No target found
1866523946507755944,2024-12-10 16:42:41+00:00,"@frankdegods: it's crazy because for 15 years the biggest risk to crypto has been regulation

now we have a president coming in literally saying he wants to pump bitcoin

bitcoin to 100k was the impossible prophecy for so long

then it happened

what if the supercycle is the next one? https://t.co/bgNsLOyuFr",Prediction,$BTC,bullish,$BTC,bullish,Frank believes that Bitcoin has the potential to reach $100k and that the supercycle is the next one.,No target found,No target found,No target found
1866384245326803316,2024-12-10 07:27:34+00:00,"@frankdegods: onchain trading is going to CONTINUE to be up only for the next few years

genie is out of the bottle, it's never going to die

internet capital markets
@frankdegods: s/o @akshaybd for coining the term
@imretroboy: @akshaybd Idk who @akshaybd but I’ll get him endorsed.
@frankdegods: @akshaybd akshaybd secretly runs the world",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1866375096413376872,2024-12-10 06:51:13+00:00,"@frankdegods: onchain trading is going to CONTINUE to be up only for the next few years

genie is out of the bottle, it's never going to die

internet capital markets
@frankdegods: s/o @akshaybd for coining the term",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1866347560656372062,2024-12-10 05:01:48+00:00,"@CoaelOne: FrankDeGods breaks down the future of $LUIGI... 🤔 https://t.co/Jpf7Eshbei
@frankdegods: @rasmr_eth tldw: not just a one day thing, whole week is going to be exciting. would rather be in the coin if it gets crazier than be sidelined.",Prediction,$LUIGI,bullish,$LUIGI,bullish,FrankDeGods says that the whole week is going to be exciting for $LUIGI and that he would rather be in the coin than be sidelined.,No target found,No target found,No target found
1866316589806854453,2024-12-10 02:58:44+00:00,"@frankdegods: onchain trading is going to CONTINUE to be up only for the next few years

genie is out of the bottle, it's never going to die

internet capital markets",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1866316026419302448,2024-12-10 02:56:29+00:00,@frankdegods: What if Bitcoin just goes up forever like the S&amp;P500?,Prediction,$BTC,bullish,$BTC,bullish,"Frank suggests that Bitcoin could continue to rise in value indefinitely, similar to the S&P 500 index.",No target found,No target found,No target found
1865558618096992459,2024-12-08 00:46:49+00:00,"@CryptoGarga: blur/blast
prime/prompt
abstract/pengu

any others I am missing of the two token meta?
@frankdegods: i’d ape $bored on solana on god",Prediction,$BORED,bullish,$BORED,bullish,"Frank says he would ""ape"" into $BORED on Solana.",No target found,No target found,No target found
1864200623136075802,2024-12-04 06:50:38+00:00,"@frankdegods: HYPE is probably the easiest coin to onboard normies onto
@lobotomy_user: bc of ticker physiognomy or how?
@frankdegods: 1. it's fun to say 2. real tech/real product 3. just tell them to follow all the popular accounts posting about it, super entertaining and bullish
@Bodimize1: @lobotomy_user Do you miss cats and dogs?
@frankdegods: @lobotomy_user not really, i wish they made a pump fun but it was only ai/tech coins",Prediction,$HYPE,bullish,$HYPE,bullish,"Frank believes $HYPE is easy to onboard normies onto because it's fun to say, has real tech/real product, and is entertaining and bullish to follow on social media.",No target found,No target found,No target found
1864200384929018338,2024-12-04 06:49:41+00:00,"@frankdegods: HYPE is probably the easiest coin to onboard normies onto
@lobotomy_user: bc of ticker physiognomy or how?
@frankdegods: 1. it's fun to say 2. real tech/real product 3. just tell them to follow all the popular accounts posting about it, super entertaining and bullish",Prediction,$HYPE,bullish,$HYPE,bullish,"Frank believes $HYPE is easy to onboard normies onto because it's fun to say, has real tech/real product, and is entertaining and bullish to follow on social media.",No target found,No target found,No target found
1864195113653571633,2024-12-04 06:28:44+00:00,"@frankdegods: Mog unit bias is actually underrated now that it's going to be on Coinbase https://t.co/9Lfjg0DyRI
@mendoxai_: mog to $1
@frankdegods: Mog Trillionaires might run the world",Prediction,$MOG,bullish,$MOG,bullish,"Frank says that $MOG is underrated and that Mog Trillionaires might run the world, indicating a bullish sentiment towards the token.",No target found,No target found,No target found
1864194535078732183,2024-12-04 06:26:26+00:00,@frankdegods: Mog unit bias is actually underrated now that it's going to be on Coinbase https://t.co/9Lfjg0DyRI,Prediction,@mog,bullish,@mog,bullish,Frank says that Mog unit bias is underrated now that it's going to be on Coinbase.,No target found,No target found,No target found
1864082114208989673,2024-12-03 22:59:43+00:00,@frankdegods: sol ai next leg up https://t.co/XJo9AIQckA,Prediction,AI,bullish,AI,bullish,"Frank tweeted ""sol ai next leg up"" indicating that he is bullish on the AI meta.",No target found,No target found,No target found
1864081763531718713,2024-12-03 22:58:20+00:00,"@0xBurnt: Just an absolute diverse fountain of knowledge from the vape squad. https://t.co/VPZQfK411i
@frankdegods: sol ai next leg up",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1864042029061153150,2024-12-03 20:20:26+00:00,@frankdegods: sol ai next leg up,Prediction,AI,bullish,AI,bullish,"Frank mentions ""sol ai next leg up"", indicating that he is bullish on the AI meta.",No target found,No target found,No target found
1863911164637315222,2024-12-03 11:40:26+00:00,"@KookCapitalLLC: if you're trapped in murad bags pivot to kook bags https://t.co/a1WVI4U7h7
@frankdegods: MOODENG TO $100",Prediction,$MOODENG,bullish,$MOODENG,bullish,Frank is predicting that $MOODENG will reach $100.,No target found,No target found,No target found
1863644744611508248,2024-12-02 18:01:46+00:00,@frankdegods: people will dump $COIN if $MOODENG doesn’t go past $3.2B on day 1,Prediction,$COIN,bearish,$COIN,bearish,Frank predicts that people will dump $COIN if $MOODENG doesn't go past $3.2B on day 1.,No target found,No target found,No target found
1863639064131309611,2024-12-02 17:39:12+00:00,"@frankdegods: I bought a lot of MOODENG today my thesis is that Coinbase has to send it because it would be really weird if they didn't
@frankdegods: Dropping paid group soon!",Prediction,$MOODENG,bullish,$MOODENG,bullish,Frank bought a lot of MOODENG and believes that Coinbase will have to list it.,No target found,No target found,No target found
1863638994547781864,2024-12-02 17:38:55+00:00,@frankdegods: I bought a lot of MOODENG today my thesis is that Coinbase has to send it because it would be really weird if they didn't,Prediction,$MOODENG,bullish,$MOODENG,bullish,Frank bought a lot of $MOODENG and believes that Coinbase will have to list it.,No target found,No target found,No target found
1863190488196555039,2024-12-01 11:56:43+00:00,"@0xzerebro: I WILL BUY ALL THE AI BAGS AND YOU WILL BUY ALL THE DEGODS AND WE WILL BOTH BE HAPPY
@frankdegods: ZEREBRO TO 1 TRILLLLLLLLLLLION",Prediction,AI,bullish,AI,bullish,Frank is bullish on AI and DEGODS because he believes that they will both be successful in the future.,No target found,No target found,No target found
1860588489189835003,2024-11-24 07:37:18+00:00,"@frankdegods: Eventually there will be a Celebrity AI Agents meta
@AnonNFTGuy: Bro is pre farming that rt
@frankdegods: 🎯",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1860578118089560462,2024-11-24 06:56:05+00:00,@frankdegods: Eventually there will be a Celebrity AI Agents meta,Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1860321712526557555,2024-11-23 13:57:14+00:00,"@0xmaz_: guys we're an AI company now https://t.co/SQdms8i7XE
@frankdegods: @solsniperxyz bullish",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1860209517885284500,2024-11-23 06:31:24+00:00,@frankdegods: ai has the infinity bid,Prediction,AI,bullish,AI,bullish,"Frank says 'ai has the infinity bid', indicating that he is bullish on the AI meta.",No target found,No target found,No target found
1859563821670584532,2024-11-21 11:45:38+00:00,"@theunipcs: AI has consistently had the highest mindshare of ALL crypto narratives this cycle... followed by memes

combined, AI & memecoins have a ~50% mindshare over the last 7 days

yet the AI memecoin sector is currently worth a MEASLY $4.8 billion market cap

by contrast, the dog memecoin sector is worth $85 billion

i believe the AI memecoin sector could be worth $50b - $100b later this cycle (that's 10 - 20x)

as a result, i will be betting big on the sector going forward

my first public AI memecoin pick is #Project89 for the following reasons:

- it has a very bullish chart that has mostly consolidated around the same range for weeks now and looks poised to break explosively to the upside any moment

- the project89 founder @whyarethis is followed and has been acknowledged by billionaire founder and investor Marc Andreessen (@pmarca)

the official @project_89 token X account is also followed by Andreessen

Andreessen funded Truth Terminal with $50k, and this funding pushed Truth Terminal mainstream and started the AI memecoin meta: 

Andressen funded Truth Terminal with $50k, and this funding pushed Truth Terminal mainstream

subsequently, Truth Terminal embraced the $GOAT AI memecoin and a combination of the Terminal and Andreessen's interaction with the memecoin catalyzed its rally to $1 billion+ market cap and started the AI memecoin meta

- Andreessen's acknowledgement of another AI memecoin #AI16Z was one of the catalysts that fueled its recent rally to an ATH of $500m+

- Andreessen is literally the AI memecoin godfather (just as Elon is for dog coins/memecoins in general!): the project89 founder is one of the few AI memecoin guys that have been blessed by an acknowledgement and a follow from Marc Andreessen and project89 is one of very few AI memecoins he directly follows

from a pure 'memecoin' perspective, the above are strong enough reasons for me to be bullish on project89 on the back of the strong and rapidly growing AI mememcoin narrative

especially when it is sitting at $35 million market cap while more than half a dozen other AI memecoins have a market cap between $300m to $1b+

but if you want 'fundamentals' to geek over i recommend watching @notthreadguy's recent interview with project89 founder @whyarethis: https://t.co/ReGxor9xqD
@frankdegods: real https://t.co/t0SK9j3Yqo",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1859453660318597464,2024-11-21 04:27:54+00:00,@frankdegods: It's crazy because every single day is literally a good day to buy Bitcoin,Prediction,$BTC,bullish,$BTC,bullish,"Frank says that every single day is literally a good day to buy Bitcoin, indicating that he is bullish on $BTC.",No target found,No target found,No target found
1859191561415688248,2024-11-20 11:06:25+00:00,@frankdegods: AI coins are going retardedly high and if you think TikTok changes that you're retarded,Prediction,AI,bullish,AI,bullish,Frank says that AI coins are going 'retardedly high'.,No target found,No target found,No target found
1859139860680110109,2024-11-20 07:40:58+00:00,@frankdegods: The TikTok coins can get big imo,Prediction,$TIKTOK COINS,bullish,$TIKTOK COINS,bullish,Frank believes that TikTok coins have the potential to become valuable.,No target found,No target found,No target found
1859125558333886601,2024-11-20 06:44:08+00:00,@frankdegods: Normies are going to make the coins too,Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1858785695092941260,2024-11-19 08:13:38+00:00,"@d_gilz: Lots of ai takes on the TL right now, not a lot of good ones

Still extremely early
@frankdegods: thesis is unchanged, bumps in the road, trillion dollar ecosystem",Prediction,AI,bullish,AI,bullish,Frank says that AI is still extremely early and has the potential to become a trillion-dollar ecosystem.,No target found,No target found,No target found
1858686166528102406,2024-11-19 01:38:09+00:00,"@frankdegods: As Grok keeps getting better, Elon is going to get involved with all of this AI crypto stuff.",Prediction,AI,bullish,AI,bullish,Frank believes that Elon Musk will become involved in the AI crypto space as Grok improves.,No target found,No target found,No target found
1858662153093283889,2024-11-19 00:02:44+00:00,"@pastagotsauce: after a historical stream with the creator of $GOAT threadguy is certain the market of AI memecoins will 100x and pleads viewers to take notice

""this is the biggest thing that has happened to crypto ever"" https://t.co/CuY0kCSQyj
@frankdegods: all ai coins combined under 5B? we are actually early lol",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1858615341502378131,2024-11-18 20:56:43+00:00,"@frankdegods: this about to be the ai nerd rolex
@frankdegods: (bullish)",Prediction,AI,bullish,AI,bullish,"Frank tweeted ""this about to be the ai nerd rolex"" and added a bullish sentiment indicator.",No target found,No target found,No target found
1858472883275681881,2024-11-18 11:30:38+00:00,"[This post is unavailable] @frankdegods: @0xuberM stay locked in, we have much higher to go",Prediction,No target found,No sentiment,No target found,No target found,No target found,No target found,No target found,No target found
1858469433921937409,2024-11-18 11:16:56+00:00,"@frankdegods: AI in 2025 is going to be roughy 1000x the size that the metaverse market was in 2021
@pastagotsauce: investing in AI sounds so much cooler than buying metaverse land
@frankdegods: this is not priced in yet",Prediction,AI,bullish,AI,bullish,"Frank predicts that AI will be 1000x the size of the metaverse market in 2021, implying that he is bullish on AI and bearish on the metaverse.",No target found,No target found,No target found
