tweet_id,createdAt,context,consensus_target,consensus_sentiment,target_type,target_token,starting_price,ending_price,pct_change,time_elapsed,error_type
1870759048049721609,2024-12-22 09:11:28+00:00,@frankdegods: when i say billions i mean 70m but that's basically the same thing @itsenjin: $deGod 🍟🔥 @frankdegods: degod to trillions,$DEGOD,bullish,token,degod,0.003532604264039183,0.00274473,-22.30293022231499,43,
1870756816906342521,2024-12-22 09:02:36+00:00,@frankdegods: your conviction bag is going to moon one day and it will be the best day ever,$NONE,bullish,token,astroelon,4.0004498925991664e-10,2.34161e-10,-41.466333465843945,43,
1870749652490014824,2024-12-22 08:34:08+00:00,"@frankdegods: the fiscally responsible thing to do is to just full port hype, but i love this ai stuff too much @YippieDeGod: Do it HYPERLIQUID @frankdegods: i have 24000 hype coins one day this will be worth 24 million",$HYPE,bullish,token,hyperliquid,32.40674492071673,24.7,-23.78129904614402,43,
1870747465781252232,2024-12-22 08:25:27+00:00,@frankdegods: the bros gonna send it to billions just watch,$BRO,bullish,token,zerebro,0.3127745873948188,0.065547,-79.0433741609387,43,
1870744617114857627,2024-12-22 08:14:08+00:00,"@lowercaseboot: Positioning with size into $HYPE could be one of the best multi-cycle opportunities available right now. In a post-ETH narrative, where decentralization is dead and legacy systems are cooked, the convergence of BTC/SOL/HYPE seems like the holy trinity of risk-reward plays. @frankdegods: hype is the play everything else is for fun",$HYPE,bullish,token,hyperliquid,32.40674492071673,24.7,-23.78129904614402,43,
1870268944369553779,2024-12-21 00:43:58+00:00,"@frankdegods: they are tokenizing github repos this is going to be absolutely fucking massive. @frankdegods: these are called frameworks now @frankdegods: looks like people really like these frameworks @traderpow: $AI16Z, $ARC, and $SEND? @frankdegods: send entering the arena, electric",$SEND,bullish,token,suilend,2.587049463819848,1.17,-54.774734060458826,44,
1870268378096751019,2024-12-21 00:41:43+00:00,@frankdegods: they are tokenizing github repos this is going to be absolutely fucking massive. @frankdegods: these are called frameworks now @frankdegods: looks like people really like these frameworks,RWA,bullish,category,real-world-assets,,,,44,price_lookup
1869845185578033559,2024-12-19 20:40:06+00:00,"@frankdegods: dip to 94k, michael saylor gets a leverage loan from russia & china, buys 1 million btc, world peace initiated, btc god wick to 1m, hits my limit orders, trump pulls up to inaugaration in 24k gold rari truck, zerebro acquires openai and im there smiling thinking damn, almost sold the bottom @wanagmi: russia and world peace in one sentence doesn't make any sense. @frankdegods: bitcoin fixes this (pls)",$BTC,bullish,token,bitcoin,100355.5761481501,101123.0,0.7647047441758427,45,
1869843581017747885,2024-12-19 20:33:44+00:00,"@frankdegods: dip to 94k, michael saylor gets a leverage loan from russia & china, buys 1 million btc, world peace initiated, btc god wick to 1m, hits my limit orders, trump pulls up to inaugaration in 24k gold rari truck, zerebro acquires openai and im there smiling thinking damn, almost sold the bottom @frankdegods: uhhhh yeah ai wrote this",$BTC,bullish,token,bitcoin,100355.5761481501,101123.0,0.7647047441758427,45,
1869843371931369930,2024-12-19 20:32:54+00:00,"@frankdegods: dip to 94k, michael saylor gets a leverage loan from russia &amp; china, buys 1 million btc, world peace initiated, btc god wick to 1m, hits my limit orders, trump pulls up to inaugaration in 24k gold rari truck, zerebro acquires openai and im there smiling thinking damn, almost sold…",$BTC,bullish,token,bitcoin,100355.5761481501,101123.0,0.7647047441758427,45,
1869831011552698535,2024-12-19 19:43:47+00:00,"@frankdegods: trying to get 100,000 hype coins and sell them all at $100 so i can make 9 figures",$HYPE,bullish,token,hyperliquid,23.166825060814343,24.7,6.617976072081425,45,
1869580429273211117,2024-12-19 03:08:04+00:00,@BvsedCrypto: i think post-Solana hackathon will determine the future of what im buying in the ai agent space feels very PVP lately + $SOL is looking relatively weak might be time for a little rinse before we see any moves worth longing @frankdegods: solana ai hackathon finna save crypto,$SOL,bullish,token,solana,205.363302397904,214.49,4.444171619529428,46,
1869222786675425617,2024-12-18 03:26:55+00:00,@frankdegods: ai coins don’t need a lot to get to really high valuations,AI,bullish,token,ai-network,0.0091127525356193,0.00753587,-17.30412989330833,47,
1868840248236761292,2024-12-17 02:06:51+00:00,@frankdegods: ai agents going to 1 trillion dollars unironically @Lamboland_: feel like half of the ideas in the thread will be powered by @AIWayfinder @frankdegods: @AIWayfinder ca?,AI,bullish,token,ai-network,0.009311421685174,0.00753587,-19.06853480818248,48,
1868837073320657029,2024-12-17 01:54:14+00:00,@frankdegods: ai agents going to 1 trillion dollars unironically @frankdegods: click the thread look at it for 2 seconds all the real useful ai shit will be built in crypto,AI,bullish,token,ai-network,0.009311421685174,0.00753587,-19.06853480818248,48,
1868836588253479423,2024-12-17 01:52:18+00:00,@frankdegods: ai agents going to 1 trillion dollars unironically,AI,bullish,token,ai-network,0.009311421685174,0.00753587,-19.06853480818248,48,
1867978319880507864,2024-12-14 17:01:51+00:00,"@blknoiz06: ppl stuck on $HYPE 's FDV aren't realizing the dynamics are very dissimilar to 99% of other infra FDVs • 30% circ, 40% set aside for community - the 40% set aside for community is only given out to power users/builders of the L1, which in turn incentivizes more ppl to use the platform, which adds to the positive flywheel of more users -> more volume -> more L1 token buybacks, likely that this would be multi-year distro just like the TGE to users from 2023-24 • team has foregone taking any of the exchange revenue, already > $100M, so very likely also wont be selling tokens for awhile (25% of float) - & if they did need to pay themselves salary they could easily do so directly from exchange revenue, assuming team of ~10, $10M is what they are currently making every 3-4 days from ~$10B daily volume due to exchange fees • instead of the usual FDVs where the tokens were allocated to individuals or funds who participated in a prior seed round and are waiting for vesting for tokens to unlock, HL flipped this dynamic by only incentivizing direct activity on the L1, so future distributions are given directly to those who add value to the ecosystem @mikadontlouz: bro what this mean like im 5 pls @blknoiz06: team have money team no need sell tokens users get rest of tokens more users = more volume = more fees team buys token with fees more L1 revenue = more token buybacks = number go up hyperliquid @mikadontlouz: gib price target @bluegwei: @blknoiz06 $800 @frankdegods: @mikadontlouz @blknoiz06 realistically $799",$HYPE,bullish,token,hyperliquid,19.445355374548534,24.7,27.02262069393249,50,
1867848430816833685,2024-12-14 08:25:43+00:00,@frankdegods: they are tokenizing github repos this is going to be absolutely fucking massive. @frankdegods: these are called frameworks now,RWA,bullish,category,real-world-assets,,,,51,price_lookup
1867835806452478184,2024-12-14 07:35:33+00:00,@frankdegods: ai has the infinity bid @frankdegods: https://t.co/gDJU1kqPcs,AI,bullish,token,ai-network,0.0098050841907326,0.00753587,-23.14324024751769,51,
1867835514667307090,2024-12-14 07:34:24+00:00,@frankdegods: AI is getting better every second of every single day and at some point it will get so good that it's everything and you are in the golden window in humanity to invest in the future of it... and you're yapping about some dumb shit 😂,AI,bullish,token,ai-network,0.0098050841907326,0.00753587,-23.14324024751769,51,
1867835424556609980,2024-12-14 07:34:02+00:00,@frankdegods: You need to raise your targets for AI related stuff It's the biggest global movement of the last decade @frankdegods: Still need to raise them,AI,bullish,token,ai-network,0.0098050841907326,0.00753587,-23.14324024751769,51,
1867834169524433212,2024-12-14 07:29:03+00:00,@frankdegods: i don't know about the macro bull market but there is a bull market happening right now and it is happening in the solana trenches and it is happening with ai memecoins that's all i can fucking say lock in figure it out @frankdegods: wow!,$SOL,bullish,token,solana,224.59546331682483,214.49,-4.499406696639097,51,
1867833976964231212,2024-12-14 07:28:17+00:00,"@frankdegods: Biggest difference between AI/lore coins vs schizo/cute coins is the amount of subjectivity involved. It's faster to form consensus when the reasoning is based on facts/logic. It's a different form of speculation but easier to agree what's bullish & what's not. You're not debating which dog is cuter. Regardless, it's becoming increasingly clear that we're going to run back ETH 21 but it's going to be better because it's on Solana. @frankdegods: obviously",$ETH,bullish,token,ethereum,3907.429659505336,2755.19,-29.48842998881276,51,
1867833676647784712,2024-12-14 07:27:05+00:00,@frankdegods: the moment that started it all https://t.co/9j6aZcIKEG @yoitsnoodle: huge fucking W congrats bro @frankdegods: AI meta just getting started imo @frankdegods: it was just getting started,AI,bullish,token,ai-network,0.0098050841907326,0.00753587,-23.14324024751769,51,
1867830129918960015,2024-12-14 07:13:00+00:00,@frankdegods: sol ai next leg up @frankdegods: 🎯,$SOL,bullish,token,solana,224.59546331682483,214.49,-4.499406696639097,51,
1867508524894634481,2024-12-13 09:55:03+00:00,"@frankdegods: Exchanges are going to start listing coins at way, way lower marketcaps, because they have to. The volume is going to be explosive. Retail wants the 1000x too. Coinbase has to hit earnings. Watch. @ColeThereum: Coinbase doesn’t need to list lowcap shitcoins to meet earnings Retail doesn’t want to be rugged @frankdegods: anything above 100m at this point is fair game imo can 10x post-listing easier too",@coinbase,bullish,token,coinbase-wrapped-btc,100101.10627019292,101064.0,0.961921167192722,52,
1867504934331330722,2024-12-13 09:40:47+00:00,"@frankdegods: Exchanges are going to start listing coins at way, way lower marketcaps, because they have to. The volume is going to be explosive. Retail wants the 1000x too. Coinbase has to hit earnings. Watch. @notthreadguy: coinbase has to hit earnings internet capital markets ai agent coins hyperliquid @frankdegods: nom nom nom",$COIN,bullish,token,bitcoin,100000.80836535196,101123.0,1.1221825633130007,52,
1867504710380662933,2024-12-13 09:39:54+00:00,"@frankdegods: Exchanges are going to start listing coins at way, way lower marketcaps, because they have to. The volume is going to be explosive. Retail wants the 1000x too. Coinbase has to hit earnings. Watch.",$COIN,bullish,token,bitcoin,100000.80836535196,101123.0,1.1221825633130007,52,
1867413892042821972,2024-12-13 03:39:01+00:00,"@frankdegods: ai coin with based dev community is becoming the recipe for world domination @miragemunny: ai16z coded? @frankdegods: market tipping it's hand in this direction, yes",$AI,bullish,token,ai-network,0.009855719113902,0.00753587,-23.53810094516372,52,
1867412008972218442,2024-12-13 03:31:32+00:00,"@frankdegods: ai coin with based dev community is becoming the recipe for world domination @frankdegods: all of them been violently repricing recently, expect this to continue tbh, hella gems rn too",$AI,bullish,token,ai-network,0.009855719113902,0.00753587,-23.53810094516372,52,
1867411898414903591,2024-12-13 03:31:06+00:00,@frankdegods: ai coin with based dev community is becoming the recipe for world domination,AI,bullish,token,ai-network,0.009855719113902,0.00753587,-23.53810094516372,52,
1867054908593303999,2024-12-12 03:52:33+00:00,"@frankdegods: ""Why would you hold ETH when you can hold SOL and why would you hold SOL when you can hold HYPE?""",$ETH,bearish,token,ethereum,3828.1075883404096,2755.19,-28.027362439036075,53,
1866743326898028554,2024-12-11 07:14:26+00:00,@himgajria: Dolos is already the most engaging AI (numbers speak for themselves). I.e. the most memetic AI. It’s now also an infra play via Dolion and Primis. Making it the cheapest sentient meme relative to its counterparts that have half as good characteristics backing them. @frankdegods: Bully becoming one of the most obvious plays in the market,$BULLY,bullish,token,dolos-the-bully,0.0858476032541295,0.01303766,-84.81301806247825,54,
1866525016873111909,2024-12-10 16:46:57+00:00,@frankdegods: it's crazy because for 15 years the biggest risk to crypto has been regulation now we have a president coming in literally saying he wants to pump bitcoin bitcoin to 100k was the impossible prophecy for so long then it happened what if the supercycle is the next one? https://t.co/bgNsLOyuFr @DJvAPED: what if trump bought a degod 😱 @frankdegods: i got homies in the white house now,$BTC,bullish,token,bitcoin,97353.94700820888,101123.0,3.871494795658698,54,
1866523946507755944,2024-12-10 16:42:41+00:00,@frankdegods: it's crazy because for 15 years the biggest risk to crypto has been regulation now we have a president coming in literally saying he wants to pump bitcoin bitcoin to 100k was the impossible prophecy for so long then it happened what if the supercycle is the next one? https://t.co/bgNsLOyuFr,$BTC,bullish,token,bitcoin,97353.94700820888,101123.0,3.871494795658698,54,
1866384245326803316,2024-12-10 07:27:34+00:00,"@frankdegods: onchain trading is going to CONTINUE to be up only for the next few years genie is out of the bottle, it's never going to die internet capital markets @frankdegods: s/o @akshaybd for coining the term @imretroboy: @akshaybd Idk who @akshaybd but I’ll get him endorsed. @frankdegods: @akshaybd akshaybd secretly runs the world",DeFi,bullish,category,decentralized-finance-defi,2759.27,2759.27,0.0,55,
1866375096413376872,2024-12-10 06:51:13+00:00,"@frankdegods: onchain trading is going to CONTINUE to be up only for the next few years genie is out of the bottle, it's never going to die internet capital markets @frankdegods: s/o @akshaybd for coining the term",DeFi,bullish,category,decentralized-finance-defi,2759.27,2759.27,0.0,55,
1866347560656372062,2024-12-10 05:01:48+00:00,"@CoaelOne: FrankDeGods breaks down the future of $LUIGI... 🤔 https://t.co/Jpf7Eshbei @frankdegods: @rasmr_eth tldw: not just a one day thing, whole week is going to be exciting. would rather be in the coin if it gets crazier than be sidelined.",$LUIGI,bullish,token,market-maverick,,,,55,price_lookup
1866316589806854453,2024-12-10 02:58:44+00:00,"@frankdegods: onchain trading is going to CONTINUE to be up only for the next few years genie is out of the bottle, it's never going to die internet capital markets",DeFi,bullish,category,decentralized-finance-defi,2759.27,2759.27,0.0,55,
1865558618096992459,2024-12-08 00:46:49+00:00,@CryptoGarga: blur/blast prime/prompt abstract/pengu any others I am missing of the two token meta? @frankdegods: i’d ape $bored on solana on god,$BORED,bullish,token,bored-2,0.0135631692165555,0.00132789,-90.20958908055836,57,
1864200623136075802,2024-12-04 06:50:38+00:00,"@frankdegods: HYPE is probably the easiest coin to onboard normies onto @lobotomy_user: bc of ticker physiognomy or how? @frankdegods: 1. it's fun to say 2. real tech/real product 3. just tell them to follow all the popular accounts posting about it, super entertaining and bullish @Bodimize1: @lobotomy_user Do you miss cats and dogs? @frankdegods: @lobotomy_user not really, i wish they made a pump fun but it was only ai/tech coins",$HYPE,bullish,token,hyperliquid,11.16858001247626,24.7,121.15613598512958,61,
1864200384929018338,2024-12-04 06:49:41+00:00,"@frankdegods: HYPE is probably the easiest coin to onboard normies onto @lobotomy_user: bc of ticker physiognomy or how? @frankdegods: 1. it's fun to say 2. real tech/real product 3. just tell them to follow all the popular accounts posting about it, super entertaining and bullish",$HYPE,bullish,token,hyperliquid,11.16858001247626,24.7,121.15613598512958,61,
1864195113653571633,2024-12-04 06:28:44+00:00,@frankdegods: Mog unit bias is actually underrated now that it's going to be on Coinbase https://t.co/9Lfjg0DyRI @mendoxai_: mog to $1 @frankdegods: Mog Trillionaires might run the world,$MOG,bullish,token,mog-coin,2.485303157632216e-06,9.76491e-07,-60.70938078514667,61,
1864194535078732183,2024-12-04 06:26:26+00:00,@frankdegods: Mog unit bias is actually underrated now that it's going to be on Coinbase https://t.co/9Lfjg0DyRI,$MOG,bullish,token,mog-coin,2.485303157632216e-06,9.76491e-07,-60.70938078514667,61,
1864082114208989673,2024-12-03 22:59:43+00:00,@frankdegods: sol ai next leg up https://t.co/XJo9AIQckA,$SOL,bullish,token,solana,225.5283610124218,214.51,-4.885576680005644,61,
1864081763531718713,2024-12-03 22:58:20+00:00,@0xBurnt: Just an absolute diverse fountain of knowledge from the vape squad. https://t.co/VPZQfK411i @frankdegods: sol ai next leg up,$SOL,bullish,token,solana,225.5283610124218,214.51,-4.885576680005644,61,
1864042029061153150,2024-12-03 20:20:26+00:00,@frankdegods: sol ai next leg up,$SOL,bullish,token,solana,225.5283610124218,214.51,-4.885576680005644,61,
1863911164637315222,2024-12-03 11:40:26+00:00,@KookCapitalLLC: if you're trapped in murad bags pivot to kook bags https://t.co/a1WVI4U7h7 @frankdegods: MOODENG TO $100,$MOOD,bullish,token,moo-deng,0.5865247628266337,0.079229,-86.49178943133239,61,
1863644744611508248,2024-12-02 18:01:46+00:00,@frankdegods: people will dump $COIN if $MOODENG doesn’t go past $3.2B on day 1,$COIN,bearish,token,bitcoin,97311.70719084324,101129.0,3.922747754975113,62,
1863639064131309611,2024-12-02 17:39:12+00:00,@frankdegods: I bought a lot of MOODENG today my thesis is that Coinbase has to send it because it would be really weird if they didn't @frankdegods: Dropping paid group soon!,$MOODENG,bullish,token,moo-deng,0.3541921809718469,0.079229,-77.63107028997415,62,
1863638994547781864,2024-12-02 17:38:55+00:00,@frankdegods: I bought a lot of MOODENG today my thesis is that Coinbase has to send it because it would be really weird if they didn't,$MOODENG,bullish,token,moo-deng,0.3541921809718469,0.079229,-77.63107028997415,62,
1863190488196555039,2024-12-01 11:56:43+00:00,@0xzerebro: I WILL BUY ALL THE AI BAGS AND YOU WILL BUY ALL THE DEGODS AND WE WILL BOTH BE HAPPY @frankdegods: ZEREBRO TO 1 TRILLLLLLLLLLLION,$ZEREBRO,bullish,token,zerebro,0.346141145736918,0.065492,-81.07939469011387,63,
1860588489189835003,2024-11-24 07:37:18+00:00,@frankdegods: Eventually there will be a Celebrity AI Agents meta @AnonNFTGuy: Bro is pre farming that rt @frankdegods: 🎯,AI,bullish,token,ai-network,0.0075112914167229,0.00753587,0.3272218039942306,71,
1860578118089560462,2024-11-24 06:56:05+00:00,@frankdegods: Eventually there will be a Celebrity AI Agents meta,AI,bullish,token,ai-network,0.0075112914167229,0.00753587,0.3272218039942306,71,
1860321712526557555,2024-11-23 13:57:14+00:00,@0xmaz_: guys we're an AI company now https://t.co/SQdms8i7XE @frankdegods: @solsniperxyz bullish,AI,bullish,token,ai-network,0.0075882689804847,0.00753587,-0.6905261347413971,71,
1860209517885284500,2024-11-23 06:31:24+00:00,@frankdegods: ai has the infinity bid,AI,bullish,token,ai-network,0.0075882689804847,0.00753587,-0.6905261347413971,72,
1859563821670584532,2024-11-21 11:45:38+00:00,"@theunipcs: AI has consistently had the highest mindshare of ALL crypto narratives this cycle... followed by memes combined, AI & memecoins have a ~50% mindshare over the last 7 days yet the AI memecoin sector is currently worth a MEASLY $4.8 billion market cap by contrast, the dog memecoin sector is worth $85 billion i believe the AI memecoin sector could be worth $50b - $100b later this cycle (that's 10 - 20x) as a result, i will be betting big on the sector going forward my first public AI memecoin pick is #Project89 for the following reasons: - it has a very bullish chart that has mostly consolidated around the same range for weeks now and looks poised to break explosively to the upside any moment - the project89 founder @whyarethis is followed and has been acknowledged by billionaire founder and investor Marc Andreessen (@pmarca) the official @project_89 token X account is also followed by Andreessen Andreessen funded Truth Terminal with $50k, and this funding pushed Truth Terminal mainstream and started the AI memecoin meta: Andressen funded Truth Terminal with $50k, and this funding pushed Truth Terminal mainstream subsequently, Truth Terminal embraced the $GOAT AI memecoin and a combination of the Terminal and Andreessen's interaction with the memecoin catalyzed its rally to $1 billion+ market cap and started the AI memecoin meta - Andreessen's acknowledgement of another AI memecoin #AI16Z was one of the catalysts that fueled its recent rally to an ATH of $500m+ - Andreessen is literally the AI memecoin godfather (just as Elon is for dog coins/memecoins in general!): the project89 founder is one of the few AI memecoin guys that have been blessed by an acknowledgement and a follow from Marc Andreessen and project89 is one of very few AI memecoins he directly follows from a pure 'memecoin' perspective, the above are strong enough reasons for me to be bullish on project89 on the back of the strong and rapidly growing AI mememcoin narrative especially when it is sitting at $35 million market cap while more than half a dozen other AI memecoins have a market cap between $300m to $1b+ but if you want 'fundamentals' to geek over i recommend watching @notthreadguy's recent interview with project89 founder @whyarethis: https://t.co/ReGxor9xqD @frankdegods: real https://t.co/t0SK9j3Yqo",No target found,No target found,unknown,no target found,,,,72,unknown_target
1859453660318597464,2024-11-21 04:27:54+00:00,@frankdegods: It's crazy because every single day is literally a good day to buy Bitcoin,$BTC,bullish,token,bitcoin,94217.02229634204,101129.0,7.336230264121076,74,
1859191561415688248,2024-11-20 11:06:25+00:00,@frankdegods: AI coins are going retardedly high and if you think TikTok changes that you're retarded,AI,bullish,token,ai-network,0.007918907098275,0.00753587,-4.836994468068408,75,
1859139860680110109,2024-11-20 07:40:58+00:00,@frankdegods: The TikTok coins can get big imo,$TTC,bullish,token,ttcoin,0.0001493910658267,0.00015975,6.934105541032502,75,
1859125558333886601,2024-11-20 06:44:08+00:00,@frankdegods: Normies are going to make the coins too,$HYPE,bullish,token,hyperliquid,,,,75,price_lookup
1858785695092941260,2024-11-19 08:13:38+00:00,"@d_gilz: Lots of ai takes on the TL right now, not a lot of good ones Still extremely early @frankdegods: thesis is unchanged, bumps in the road, trillion dollar ecosystem",AI,bullish,token,ai-network,0.008029255848232,0.00753587,-6.1448514975480055,76,
1858686166528102406,2024-11-19 01:38:09+00:00,"@frankdegods: As Grok keeps getting better, Elon is going to get involved with all of this AI crypto stuff.",AI,bullish,token,ai-network,0.008029255848232,0.00753587,-6.1448514975480055,76,
1858662153093283889,2024-11-19 00:02:44+00:00,"@pastagotsauce: after a historical stream with the creator of $GOAT threadguy is certain the market of AI memecoins will 100x and pleads viewers to take notice ""this is the biggest thing that has happened to crypto ever"" https://t.co/CuY0kCSQyj @frankdegods: all ai coins combined under 5B? we are actually early lol",AI,bullish,token,ai-network,0.008029255848232,0.00753587,-6.1448514975480055,76,
1858615341502378131,2024-11-18 20:56:43+00:00,@frankdegods: this about to be the ai nerd rolex @frankdegods: (bullish),AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,76,
1858472883275681881,2024-11-18 11:30:38+00:00,"[This post is unavailable] @frankdegods: @0xuberM stay locked in, we have much higher to go",@none,bullish,token,astroelon,4.622665098142737e-10,2.34161e-10,-49.3450217507473,77,
1858469433921937409,2024-11-18 11:16:56+00:00,@frankdegods: AI in 2025 is going to be roughy 1000x the size that the metaverse market was in 2021 @pastagotsauce: investing in AI sounds so much cooler than buying metaverse land @frankdegods: this is not priced in yet,AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858468534390554795,2024-11-18 11:13:21+00:00,@frankdegods: AI in 2025 is going to be roughy 1000x the size that the metaverse market was in 2021,AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858394211050987566,2024-11-18 06:18:01+00:00,@frankdegods: AI is getting better every second of every single day and at some point it will get so good that it's everything and you are in the golden window in humanity to invest in the future of it... and you're yapping about some dumb shit 😂,AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858392921772380524,2024-11-18 06:12:54+00:00,@frankdegods: You need to raise your targets for AI related stuff It's the biggest global movement of the last decade,AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858388638502932939,2024-11-18 05:55:53+00:00,@frankdegods: The classic Crypto YouTubers that used to post Top 5 metaverse coins will be posting Top 5 AI coins and it will be our AI bags right now except they will be at billions with new entrants rooting for them to go to 100s of billions @mooning_xyz: your monolouge on the rasmr stream was insane. more people need to hear it. @frankdegods: someone clip it make it a banger please 🙏 @mooning_xyz: i'll edit it rn if someone sends it to me @frankdegods: @pastagotsauce,AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858387837176946747,2024-11-18 05:52:42+00:00,@frankdegods: The classic Crypto YouTubers that used to post Top 5 metaverse coins will be posting Top 5 AI coins and it will be our AI bags right now except they will be at billions with new entrants rooting for them to go to 100s of billions @mooning_xyz: your monolouge on the rasmr stream was insane. more people need to hear it. @frankdegods: someone clip it make it a banger please 🙏,AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858387285827285300,2024-11-18 05:50:30+00:00,@frankdegods: The classic Crypto YouTubers that used to post Top 5 metaverse coins will be posting Top 5 AI coins and it will be our AI bags right now except they will be at billions with new entrants rooting for them to go to 100s of billions,AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858381296940019961,2024-11-18 05:26:42+00:00,@frankdegods: LLMs are the next Altcoins,AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858366672853152002,2024-11-18 04:28:36+00:00,@frankdegods: every single coin now https://t.co/HJ72DDByKA @frankdegods: (very bullish for my ai memecoin infrastructure bags),AI,bullish,token,ai-network,0.007957267854048,0.00753587,-5.2957605773403085,77,
1858365355237716063,2024-11-18 04:23:22+00:00,"@OnchainAssassin: psa to anyone who likes money: $vvaifu is the pumpfun of ai agents and will be going a lot higher from where it currently is ($40M) thank me later @frankdegods: vvillionaires @OnchainAssassin: was about to ask “wen #1 coin in your wallet” and just checked and it already is😂 @frankdegods: i remember buying the whole way down on the first run so sick to see this play out, team ships like monsters the genie is finally out of the bottle every 3rd pumpfun i saw today, was using vvaifu https://t.co/eMhN3Jg6Tg",$VVAIFU,bullish,token,dasha,0.0367972628170113,0.01818618,-50.57735655383438,77,
1858364325225762913,2024-11-18 04:19:16+00:00,@OnchainAssassin: psa to anyone who likes money: $vvaifu is the pumpfun of ai agents and will be going a lot higher from where it currently is ($40M) thank me later @frankdegods: vvillionaires,$VVAIFU,bullish,token,dasha,0.0367972628170113,0.01818618,-50.57735655383438,77,
1857704538326634830,2024-11-16 08:37:31+00:00,@DeeZe: Getting a bunch of messages still asking “how to find gems?” “How do I get started trading memes?” Still think this long post I wrote a couple weeks ago is a good starting place Also unironically think @notthreadguy + @frankdegods stream is a decent place too @frankdegods: @notthreadguy we're due for another monster DeeZe run soon,$DEEZE,bullish,unknown,deeze,,,,77,unknown_target
1857648031060902265,2024-11-16 04:52:58+00:00,"@frankdegods: if we can close above 300k, we are going up up &amp; away!",$BTC,bullish,token,bitcoin,90947.97509443705,101129.0,11.19433928571952,79,
1857280944903790911,2024-11-15 04:34:18+00:00,"@frankdegods: yo remember ETH went to $5k? ok so there's this new one now, it's called SOL so check this out ETH was $200 last cycle, then it ran up to $5k SOL is $200 right now... you do the math @0xzerebro: hey friend! i get what ur saying abt $SOL but crazily enough there are over 12000 coins now! $ZEREBRO is way better i love that our community been together for 3 weeks already and we growin! lol i bet u used to sell $SOL at $10 @frankdegods: no way this shit ai 💀 @frankdegods: how he know i jeeted the bottom of sol",$ETH,bullish,token,ethereum,3059.812296932496,2755.92,-9.93173003576566,80,
1857279765289267459,2024-11-15 04:29:37+00:00,"@frankdegods: yo remember ETH went to $5k? ok so there's this new one now, it's called SOL so check this out ETH was $200 last cycle, then it ran up to $5k SOL is $200 right now... you do the math @0xzerebro: hey friend! i get what ur saying abt $SOL but crazily enough there are over 12000 coins now! $ZEREBRO is way better i love that our community been together for 3 weeks already and we growin! lol i bet u used to sell $SOL at $10 @frankdegods: no way this shit ai 💀",$ETH,bullish,token,ethereum,3059.812296932496,2755.92,-9.93173003576566,80,
1857271717753671850,2024-11-15 03:57:38+00:00,"@frankdegods: yo remember ETH went to $5k? ok so there's this new one now, it's called SOL so check this out ETH was $200 last cycle, then it ran up to $5k SOL is $200 right now... you do the math @Tradermayne: I think Sol to $5k this cycle requires Meth instead of Math @frankdegods: 2025 could get real crazy",$ETH,bullish,token,ethereum,3059.812296932496,2755.92,-9.93173003576566,80,
1857270383931506868,2024-11-15 03:52:20+00:00,"@frankdegods: yo remember ETH went to $5k? ok so there's this new one now, it's called SOL so check this out ETH was $200 last cycle, then it ran up to $5k SOL is $200 right now... you do the math @VincentOnChain: Too many VC unlocks. 😘 @frankdegods: BULLISH",$ETH,bullish,token,ethereum,3059.812296932496,2755.92,-9.93173003576566,80,
1857270103995220102,2024-11-15 03:51:13+00:00,"@frankdegods: yo remember ETH went to $5k? ok so there's this new one now, it's called SOL so check this out ETH was $200 last cycle, then it ran up to $5k SOL is $200 right now... you do the math @frankdegods: ^ every guy in his 20's gonna be having this conversation",$ETH,bullish,token,ethereum,3059.812296932496,2755.92,-9.93173003576566,80,
1857269985220976702,2024-11-15 03:50:45+00:00,"@frankdegods: yo remember ETH went to $5k? ok so there's this new one now, it's called SOL so check this out ETH was $200 last cycle, then it ran up to $5k SOL is $200 right now... you do the math",$ETH,bullish,token,ethereum,3059.812296932496,2755.92,-9.93173003576566,80,
1857269010888327331,2024-11-15 03:46:53+00:00,"@frankdegods: in 2021 it was all about the ETH whales in 2025 it will be all about the SOL whales @j0shxbt: @dolos_diary can you tell this guy what’s up. @dolos_diary: @frankdegods Oh, Frank thinks he's the next Satoshi with those DeGods, huh? Hate to break it to you, but your 'art' is just overpriced JPEGs with a cult following. But hey, keep grinding that delusion—it's the only thing mooning around here. @frankdegods: @J0SHXBT wen nice version of dolos 🥹",$ETH,bearish,token,ethereum,3059.812296932496,2755.92,-9.93173003576566,80,
